code,voltage_V
0,0.0395807042195
1,0.0390201671792
2,0.0409355504163
3,0.0406755793526
4,0.0425849556302
5,0.0438884037259
6,0.0448872197549
7,0.0450877791349
8,0.0468565606055
9,0.0459774958329
10,0.0450227155868
11,0.0486323293835
12,0.0487688647711
13,0.0469536591419
14,0.0516583980382
15,0.0518272118365
16,0.0505646809085
17,0.0531959799745
18,0.0555340426177
19,0.0529817816068
20,0.0561129756831
21,0.0548485038212
22,0.0572371947242
23,0.0586698223921
24,0.0577229176589
25,0.058190527597
26,0.0597467226267
27,0.0604879426826
28,0.0614896997689
29,0.0626051551775
30,0.0626114845096
31,0.0641078795388
32,0.0654134725708
33,0.0661856683278
34,0.0665551796121
35,0.0685971436595
36,0.0684862876718
37,0.0682680824824
38,0.0711922956212
39,0.0715586553941
40,0.0729793481056
41,0.0718158040299
42,0.0732887567384
43,0.0736136334044
44,0.075052860274
45,0.0761297143598
46,0.0745295164169
47,0.0764951662142
48,0.0787556381191
49,0.0797925553896
50,0.0790680535402
51,0.0799390585369
52,0.0798546845021
53,0.0823839702411
54,0.0818556326461
55,0.0858273427994
56,0.0845716873079
57,0.0858992225767
58,0.0869725500629
59,0.0882114806784
60,0.0888013750047
61,0.0912061788544
62,0.088965530587
63,0.0910447471098
64,0.0920133177083
65,0.0926183116638
66,0.092323890885
67,0.0948089236974
68,0.0964447753137
69,0.0968857584745
70,0.0973407424609
71,0.0970441636435
72,0.0966048056272
73,0.0987081224125
74,0.0991559612415
75,0.101922841671
76,0.1016073866
77,0.102300965346
78,0.102738125882
79,0.103647159686
80,0.103315618005
81,0.106908197805
82,0.107159431541
83,0.107855813135
84,0.108020666194
85,0.110360057762
86,0.110102646008
87,0.110538549825
88,0.11247588853
89,0.111462755709
90,0.112827839466
91,0.114419023675
92,0.113271737248
93,0.115285528379
94,0.116158040018
95,0.11784222381
96,0.11741528767
97,0.118953402634
98,0.118672357732
99,0.120853080901
100,0.121603630628
101,0.124187959441
102,0.122449982668
103,0.123535146514
104,0.126553319808
105,0.125827910067
106,0.126587506369
107,0.127785282966
108,0.127229009342
109,0.128990467984
110,0.128862551593
111,0.130202278331
112,0.129691974927
113,0.132826932326
114,0.134317892775
115,0.132792541888
116,0.134426610536
117,0.135584022593
118,0.136640289898
119,0.136333282753
120,0.138348521324
121,0.137519880985
122,0.139087537332
123,0.138367430423
124,0.140109078566
125,0.142124889612
126,0.143025060976
127,0.143223718901
128,0.146346780735
129,0.146598198644
130,0.14769329747
131,0.148088244621
132,0.148309450065
133,0.149787561006
134,0.149834439112
135,0.150194186641
136,0.153219649889
137,0.152111023925
138,0.154118637009
139,0.155123446914
140,0.15618928057
141,0.15642262496
142,0.156732178316
143,0.158380234739
144,0.158347127248
145,0.159370227853
146,0.159924350039
147,0.161737055543
148,0.163593026988
149,0.163309067417
150,0.164329588854
151,0.163547773931
152,0.164597349952
153,0.166481533901
154,0.167833294389
155,0.168029162579
156,0.16743760368
157,0.168742150545
158,0.172227519348
159,0.17159834612
160,0.170712070379
161,0.173082102071
162,0.173613453074
163,0.174797919584
164,0.176951121281
165,0.176092584192
166,0.17767836673
167,0.180197303113
168,0.178762247694
169,0.178908066523
170,0.18178017106
171,0.183095771254
172,0.182779789791
173,0.184386560585
174,0.183030141894
175,0.184013805585
176,0.185453545665
177,0.188417840385
178,0.185848433562
179,0.189264093732
180,0.189937822543
181,0.190493142199
182,0.191009182902
183,0.191449027814
184,0.192051370331
185,0.193671523533
186,0.193127908637
187,0.195111197748
188,0.19554060113
189,0.196356194572
190,0.196991144448
191,0.198494289911
192,0.198636062533
193,0.201492883073
194,0.20021280493
195,0.202864717261
196,0.201361427028
197,0.20374050549
198,0.204653250079
199,0.205046631376
200,0.206470830859
201,0.207061889713
202,0.209313887387
203,0.210473227195
204,0.210428618975
205,0.209854383664
206,0.211134047278
207,0.214307467704
208,0.214475728901
209,0.215187993073
210,0.214039825024
211,0.218304166368
212,0.217830200811
213,0.219749057992
214,0.219438984819
215,0.219493093715
216,0.220482725013
217,0.222781199374
218,0.223269369884
219,0.222939854561
220,0.22378320648
221,0.223377245423
222,0.226700169224
223,0.225113735265
224,0.228092919241
225,0.227961772375
226,0.229425856107
227,0.230283307557
228,0.230310368589
229,0.231160668286
230,0.232618323971
231,0.234728884628
232,0.236706936511
233,0.237055156904
234,0.239197818406
235,0.237639307423
236,0.238423030303
